pred_person,true_person,pred_rank,true_rank,pred_title_or_role,true_title_or_role,pred_organization,true_organization,line_number,source_uuid,link_to_ann
Tamunomeibi Dibi,Tamunomeibi Dibi,['Maj.-Gen'],['Maj.-Gen.'],['General Officer Commanding'],['General Officer Commanding'],['81 Division'],['81 Division'],3,bf0b4628-a7a4-478b-9604-be6f2f6df284,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/bf0b4628-a7a4-478b-9604-be6f2f6df284.txt
It’s,,[],[],[],[],[],[],6,bf0b4628-a7a4-478b-9604-be6f2f6df284,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/bf0b4628-a7a4-478b-9604-be6f2f6df284.txt
Goodluck Jonathan,,[],[],[],[],['Nigerian Army'],[],12,bf0b4628-a7a4-478b-9604-be6f2f6df284,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/bf0b4628-a7a4-478b-9604-be6f2f6df284.txt
Jonathan Ango,Jonathan Ango,['Rear Admiral'],['Rear Admiral'],['Flag Officer Commanding'],['Flag Officer Commanding'],['Western Naval Command'],['Western Naval Command'],17,bf0b4628-a7a4-478b-9604-be6f2f6df284,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/bf0b4628-a7a4-478b-9604-be6f2f6df284.txt
Solomon Arase,Solomon Arase,['Inspector General of Police (IGP)'],['Inspector General of Police (IGP)'],['Lagos State Commissioner of Police'],[],['Force Headquarters'],[],3,07c77b18-66b2-42dc-83be-82da10e9ceec,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/07c77b18-66b2-42dc-83be-82da10e9ceec.txt
Kayode Aderanti,"Kayode Aderanti,",[],[],[],['Lagos State Commissioner of Police'],[],['Force Headquarters'],3,07c77b18-66b2-42dc-83be-82da10e9ceec,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/07c77b18-66b2-42dc-83be-82da10e9ceec.txt
Abayomi Shogunle,Abayomi Shogunle,[],['Chief Superintendent'],"['Deputy Force Public Relations Officer', 'Chief Superintendent']",['Deputy Force Public Relations Officer'],[],[],5,07c77b18-66b2-42dc-83be-82da10e9ceec,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/07c77b18-66b2-42dc-83be-82da10e9ceec.txt
Arase,,[],[],[],[],[],[],6,07c77b18-66b2-42dc-83be-82da10e9ceec,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/07c77b18-66b2-42dc-83be-82da10e9ceec.txt
Fatai Owoseni,Fatai Owoseni,['CP'],['CP'],[],[],[],[],7,07c77b18-66b2-42dc-83be-82da10e9ceec,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/07c77b18-66b2-42dc-83be-82da10e9ceec.txt
Chris Ezike,,[],[],[],[],[],[],8,07c77b18-66b2-42dc-83be-82da10e9ceec,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/07c77b18-66b2-42dc-83be-82da10e9ceec.txt
Abdulmajid Ali,,[],[],[],[],['Ogun State'],[],8,07c77b18-66b2-42dc-83be-82da10e9ceec,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/07c77b18-66b2-42dc-83be-82da10e9ceec.txt
Akinwumi Ambode,,[],[],[],[],[],[],14,07c77b18-66b2-42dc-83be-82da10e9ceec,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/07c77b18-66b2-42dc-83be-82da10e9ceec.txt
Ibrahim Attahiru,Ibrahim Attahiru,['Brig.-Gen'],['Brig.-Gen.'],[],['Acting G.O.C.'],"['82 Division', 'Nigerian Army']",['82 Division'],2,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Julius Nnaji,,[],[],[],[],[],[],2,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Austin Ogbe,Austin Ogbe,['Brig.-Gen'],['Brig.-Gen.'],"['Acting G.O.C.', 'Commander']",['Commander'],"['82 Division', 'Nigerian Army Medical Services']",['82 Division'],2,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Whither Good Governance”,,['Nigeria:'],[],[],[],[],[],5,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Uzor Azubuike,,[],[],[],[],['House of Representatives'],[],7,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Christian Anieke,,['Prof'],[],[],[],[],[],9,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Anieke,,[],[],[],[],[],[],11,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Gilbert Nnaji,,['Sen'],[],[],[],[],[],13,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Nnaji,,[],[],[],[],[],[],14,ac45a2cb-34af-450b-9497-d1334af0db1b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ac45a2cb-34af-450b-9497-d1334af0db1b.txt
Ola Saa’ad Ibrahim,Ola Saa’ad Ibrahim,['Admiral'],['Admiral'],[],['chief of defence staff'],"['1 Mechanized Division', '82 Battalion']",[],5,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Adamawa,,[],[],[],[],[],[],17,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Patrick Ventrell,,[],[],[],[],[],[],22,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
David Mark,,[],[],[],[],[],[],27,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Victor Ndoma-Egba,,[],[],[],[],[],[],29,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Jonathan,,[],[],[],[],[],[],36,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Victor Ogene,,['Afam'],[],[],[],['House Committee on Media and Public Affairs'],[],38,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Cameroun,,[],[],[],[],[],[],43,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Ahmadou Ali,,[],[],[],[],[],[],44,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Ali,,[],[],[],[],[],[],48,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Biya,,[],[],[],[],[],[],48,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Jonathan,,[],[],[],[],[],[],49,e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d.txt
Peter Emeka Katcy,,[],[],[],[],['Nigerian Red Cross Society'],[],5,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Rosemary Nathaniel,,[],[],[],[],[],[],8,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Nneoma Judith Nwora,,[],[],[],[],[],[],22,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Rommy Ezeonwuka; Chairman,,"['Chief', 'Chief']",[],['Board of Trustees'],[],"['Ogirishi Igbo', 'Nigerian Importers']",[],31,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Gilbert Bravo Obi; Barrister Obiora Muojeke,,[],[],[],[],[],[],31,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
N. Muojeke,,[],[],[],[],[],[],31,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Chris Ajugwe,,['Barrister'],[],[],[],[],[],31,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Babatunde Raji Fashola,,['Governor'],[],[],[],[],[],33,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Peter Obi,,['Governor'],[],[],[],[],[],35,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Goodluck Jonathan,,[],[],[],[],[],[],35,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Taritimiye Gagariga,,['Col'],[],['Commander'],[],['302 Artillery Regiment'],[],40,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Benjamin Wordu,,[],[],"['police Area Commander', 'Assistant Commissioner of Police']",[],[],[],41,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Rowland Omatoje,Rowland Omatoje,['CSP'],['CSP'],['Divisional Police Officer'],['Divisional Police Officer'],[],['Fegge Police Division'],42,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Peter Obi,,['Governor'],[],[],[],[],[],44,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Anambra State,,[],[],[],[],[],[],44,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
D. C. Maduechesi,,['Barrister'],[],['Chairman and Secretary'],[],[],[],52,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Onyechi Ononye,,['Steve'],[],[],[],[],[],52,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
A. Uzor,,['Uzor'],[],[],[],"['Zonal Chairman, Dede']",[],56,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Babatunde Fashola,,['Gov'],[],[],[],[],[],57,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Ezeani,,[],[],[],[],[],[],60,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Bravo Obi,,['Association'],[],[],[],[],[],64,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Peter Obi,,['Governor'],[],[],[],[],[],65,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Obi,,[],[],[],[],[],[],65,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Barrister Ajugwe,,[],[],[],[],[],[],67,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Emeka Umeagbalasi,,[],[],[],[],['MASSOB’s Uchenna Madu'],[],73,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Aloysius Attah,,['CLO’s'],[],[],[],[],[],73,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Thomas Hobbes,,[],[],[],[],[],[],78,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Emeka Umeagbalasi,,[],[],[],[],"['Destitute Social Welfare,”']",[],81,65c4fd99-6206-4009-80c0-d1a8d1519c3c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/65c4fd99-6206-4009-80c0-d1a8d1519c3c.txt
Adamu Baba Abubakar,Adamu Baba Abubakar,['Major General'],['Major General'],['General Officer Commanding'],['General Officer Commanding (GOC)'],['82 Division'],['82 Division'],2,1269b9a8-4391-4982-9f87-e8946788adfc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1269b9a8-4391-4982-9f87-e8946788adfc.txt
Adamu Baba Abubakar,,['General'],[],[],[],[],[],2,1269b9a8-4391-4982-9f87-e8946788adfc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1269b9a8-4391-4982-9f87-e8946788adfc.txt
Sagir Musa,,['Colonel'],[],"['Deputy Director, Army Public relations']",[],['82 division'],[],3,1269b9a8-4391-4982-9f87-e8946788adfc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1269b9a8-4391-4982-9f87-e8946788adfc.txt
AK Ibrahim,,['Brigadier General'],[],[],[],['14 Brigade'],[],4,1269b9a8-4391-4982-9f87-e8946788adfc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1269b9a8-4391-4982-9f87-e8946788adfc.txt
O Oyebade,,[],[],"['Commander', 'Commissioner of Police Abia']",[],[],[],4,1269b9a8-4391-4982-9f87-e8946788adfc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1269b9a8-4391-4982-9f87-e8946788adfc.txt
Oko Chukwu,,[],[],[],[],[],[],5,1269b9a8-4391-4982-9f87-e8946788adfc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1269b9a8-4391-4982-9f87-e8946788adfc.txt
Sagir,,['Col'],[],[],[],[],[],10,1269b9a8-4391-4982-9f87-e8946788adfc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1269b9a8-4391-4982-9f87-e8946788adfc.txt
Laleye,,['Brigadier General'],[],[],[],['APR Director'],[],1,b367bbc1-0e17-4114-bae3-542eb49c3631,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b367bbc1-0e17-4114-bae3-542eb49c3631.txt
Ibrahim Attahiru,Ibrahim Attahiru,['Brigadier General'],['Brigadier General'],"['Director, Army Public Relations']","['Director, Army Public Relations', 'Commander']",[],['Thirteenth Brigade'],2,b367bbc1-0e17-4114-bae3-542eb49c3631,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b367bbc1-0e17-4114-bae3-542eb49c3631.txt
Olajide Laleye,Olajide Laleye,[],['Brigadier-General'],[],[],[],[],3,b367bbc1-0e17-4114-bae3-542eb49c3631,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b367bbc1-0e17-4114-bae3-542eb49c3631.txt
Attahiru,,"['Brigadier-General', 'General']",[],[],[],[],[],3,b367bbc1-0e17-4114-bae3-542eb49c3631,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b367bbc1-0e17-4114-bae3-542eb49c3631.txt
Olajide Laleye,Olajide Laleye,['Brigadier General'],[],"['Director, Army Public Relation']","['Director, Army Public Relation']",[],['Brigadier General'],4,b367bbc1-0e17-4114-bae3-542eb49c3631,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b367bbc1-0e17-4114-bae3-542eb49c3631.txt
Laleye,Laleye,['General'],['General'],"['Director, Army Public Relations', 'Commander', 'Commander']","['Commander', 'Director, Army Public Relations']","['Radio Nigeria Defence Correspondent', 'One Division Garrison', 'Thirteenth Brigade']",['One Division Garrison'],5,b367bbc1-0e17-4114-bae3-542eb49c3631,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b367bbc1-0e17-4114-bae3-542eb49c3631.txt
Fatai Alli,Fatai Alli,['Major General'],['ajor General'],['General Officer Commanding'],['General Officer Commanding'],"['3 Division', 'Nigerian Army']",['3 Division'],2,749e748d-a349-4c45-b524-f174d70909c8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/749e748d-a349-4c45-b524-f174d70909c8.txt
Alli,,[],[],[],[],[],[],3,749e748d-a349-4c45-b524-f174d70909c8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/749e748d-a349-4c45-b524-f174d70909c8.txt
Chris Ogunkolade,Chris Ogunkolade,['Maj.-Gen'],['Maj.-Gen.'],['Director'],"['Director, Defence Information']",['Defence Information'],[],5,749e748d-a349-4c45-b524-f174d70909c8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/749e748d-a349-4c45-b524-f174d70909c8.txt
Alli,,[],[],[],[],[],[],8,749e748d-a349-4c45-b524-f174d70909c8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/749e748d-a349-4c45-b524-f174d70909c8.txt
Victor Ezeugwu,,['Brig-Gen'],[],['Commanding Officer'],[],['28 Task Force Brigade'],[],10,749e748d-a349-4c45-b524-f174d70909c8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/749e748d-a349-4c45-b524-f174d70909c8.txt
Michika,,[],[],[],[],[],[],13,749e748d-a349-4c45-b524-f174d70909c8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/749e748d-a349-4c45-b524-f174d70909c8.txt
Abubakar Ahmadu,,['Alhaji'],[],[],[],['Emir of Mubi'],[],17,749e748d-a349-4c45-b524-f174d70909c8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/749e748d-a349-4c45-b524-f174d70909c8.txt
Ahmadu,,[],[],[],[],[],[],18,749e748d-a349-4c45-b524-f174d70909c8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/749e748d-a349-4c45-b524-f174d70909c8.txt
TY Buratai,TY Buratai,['Lieutenant General'],['Lieutenant Genera'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],3,b6cf16e7-151c-4b9f-bd1f-6dd3ef055294,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b6cf16e7-151c-4b9f-bd1f-6dd3ef055294.txt
IM Alkali,IM Alkali,['Major General'],['Major General'],"['Chief of Administration (Army)', 'Chief of Civil-Military Affairs']",['Chief of Administration (Army)'],[],[],3,b6cf16e7-151c-4b9f-bd1f-6dd3ef055294,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b6cf16e7-151c-4b9f-bd1f-6dd3ef055294.txt
NE Angbazo,NE Angbazo,[],['Major General'],['Theatre Commander'],['Chief of Civil-Military Affairs'],['Operation LAFIYA DOLE'],[],3,b6cf16e7-151c-4b9f-bd1f-6dd3ef055294,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b6cf16e7-151c-4b9f-bd1f-6dd3ef055294.txt
RI Nicholas,,"['Major General', 'Major General']",[],['General Officer Commanding'],[],[],[],3,b6cf16e7-151c-4b9f-bd1f-6dd3ef055294,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b6cf16e7-151c-4b9f-bd1f-6dd3ef055294.txt
SK Usman,SK Usman,['Brigadier General'],['Brigadier General'],['Director Army Public Relations'],['Director Army Public Relations'],"['7 Division', 'Headquarters 7 Division', '26 Task Force Brigade', 'Operation LAFIYA DOLE']",[],3,b6cf16e7-151c-4b9f-bd1f-6dd3ef055294,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b6cf16e7-151c-4b9f-bd1f-6dd3ef055294.txt
DD Ahmadu,DD Ahmadu,['Major General'],['Major General'],['Chief of Training and Operations (Army)'],['Chief of Training and Operations (Army)'],['Headquarters 27 Task Force Brigade'],[],6,b6cf16e7-151c-4b9f-bd1f-6dd3ef055294,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b6cf16e7-151c-4b9f-bd1f-6dd3ef055294.txt
Bama,,[],[],[],[],[],[],4,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Lamidi Adeosun,Lamidi Adeosun,['General'],['General'],['General Officer Commanding'],['General Officer Commanding (GOC)'],['7 Division'],['7 Division'],5,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
"Hospital, Maiduguri",,[],[],[],[],[],[],30,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Garba Mohammed,,['Mallam'],[],[],[],[],[],32,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Alhaji Yusuf Gimba,,['Maiduguri'],[],[],[],[],[],33,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Sani Kukasheka Usman,,['Col'],[],[],[],['Nigerian Army'],[],35,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Usman,,[],[],[],[],[],[],38,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Musa Danuba,,['Mallam'],[],[],[],[],[],42,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Fatai Alli,Fatai Alli,['Major-General'],['Major-General'],['General Officer Commanding'],['General Officer Commanding (GOC)'],['3 Division'],['3 Division'],49,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Chris Olukolade,,['Major-General'],[],['Director'],[],['Defence Information'],[],51,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Alli,,[],[],[],[],[],[],54,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Victor Ezeugwu,,['Brigadier-General'],[],['Commanding Officer'],[],['28 Task Force Brigade'],[],56,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Ezeugwu,,[],[],[],[],[],[],57,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Abubakar Ahmadu,,['Alhaji'],[],[],[],['Emir of Mubi'],[],63,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
Ahmadu,,[],[],[],[],[],[],64,002fcbe4-503c-400d-8cc0-77a395570ade,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/002fcbe4-503c-400d-8cc0-77a395570ade.txt
